"Fiscal_Year","Agency","Program_Name","Column_names","Multiselect_Text","Question","Section","Reporting_Phases_Current_FY"
"2023","ED","Federal Pell Grant Program","cyp5_app1_8","Predictive Analytics","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","ED","Federal Pell Grant Program","cyp5_app1_8","Statutory Change","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","ED","Federal Pell Grant Program","cyp5_atp1_8","Training","[cyp5_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)
","Underpayments","Phase 2"
"2024","TREASURY","Departmental Offices - Pandemic Relief for Aviation Workers","cyp2_app1_8","","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2025","DOW","Travel Pay Other Defense Organization (ODO) – Integrated Automated Travel System (IATS)","cyp5_atp1_8","Training","[cyp5_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)
","Prevention","Phase 2"
"2025","DOW","Travel Pay Other Defense Organization (ODO) – Integrated Automated Travel System (IATS)","cyp7_app1_8","Training","[cyp7_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","William D. Ford Federal Direct Loan Program","cyp6_atp1_8","Change Process","[cyp6_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","DOW","Civilian Pay – Army","cyp21_atp1_8","","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","SSA","Old-Age and Survivors Insurance (OASI)","cyp5_atp1_8","Training","[cyp5_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)
","Prevention","Phase 2"
"2025","SSA","Old-Age and Survivors Insurance (OASI)","cyp5_atp1_8","Predictive Analytics","[cyp5_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)
","Prevention","Phase 2"
"2025","HHS","Administration for Children and Families (ACF) - Head Start","cyp7_app1_8","Audit","[cyp7_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2024","TREASURY","Internal Revenue Service - Refundable Premium Assistance Tax Credit","cyp3_atp1_8","Cross Enterprise Sharing","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2024","SSA","Old-Age and Survivors Insurance (OASI)","cyp6_app1_8","","[cyp6_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Technically Improper Payments",""
"2023","DOL","Employment & Training Administration - Federal State Unemployment Insurance","cyp3_atp1_8","Statutory Change","[cyp3_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Outside of the Agency's Control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control","Phase 2"
"2023","DOL","Employment & Training Administration - Federal State Unemployment Insurance","cyp5_app1_8","Automation","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2023","DOL","Employment & Training Administration - Federal State Unemployment Insurance","cyp5_atp1_8","Predictive Analytics","[cyp5_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)
","Underpayments","Phase 2"
"2023","DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","cyp2_atp1_8","Training","[cyp2_atp1_8]Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments Within the agency's control. (Unit – Selected =Yes, Not Selected=No): 
[atp1] Automation
[atp2] Behavioral/Psych Influence
[atp3] Training
[atp4] Change Process
[atp5] Cross Enterprise Sharing
[atp6] Audit
[atp7] Predictive Analytics
[atp8] Statutory Change","Overpayments Within Agency Control",""
"2024","TREASURY","Departmental Offices - Pandemic Relief for Aviation Workers","cyp7_app1_8","","[cyp7_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2025","SBA","Section 1112 Payments for SBA’s business loan programs","cyp7_app1_8","","[cyp7_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","William D. Ford Federal Direct Loan Program","cyp21_atp1_8","Audit","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","William D. Ford Federal Direct Loan Program","cyp21_atp1_8","Statutory Change","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp21_atp1_8","Change Process","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp21_atp1_8","Audit","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp5_app1_8","Behavioral/Psych Influence","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp5_app1_8","Training","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp5_app1_8","Cross Enterprise Sharing","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp5_app1_8","Predictive Analytics","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2024","DOT","Federal Transit Administration Transit Infrastructure Grants - COVID Relief Funds","cyp5_app1_8","Training","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","FCC","Universal Service Fund - Schools and Libraries","cyp7_app1_8","","[cyp7_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","FCC","Universal Service Fund - Schools and Libraries","cyp7_atp1_8","","[cyp7_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments","Phase 2"
"2024","USDA","Food and Nutrition Service (FNS) Child and Adult Care Food Program (CACFP) Family Day Care Homes (FDCH) - Centers","cyp7_atp1_8","","[cyp7_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Unknown Payments",""
"2023","SBA","Economic Injury Disaster Loan Emergency Assistance (Advance)","cyp2_app1_8","Training","[cyp2_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayments within the agency's control. (Unit – Selected =Yes, Not Selected=No): ","Overpayments Within Agency Control","Phase 2"
"2023","DOL","Office of Workers' Compensation - Federal Employees' Compensation Act","cyp3_app1_8","Training","[cyp3_app1_8]Select the type(s) of corrective Actions the program PLANS TO USE to mitigate Overpayment Outside of the agency's control. (Unit- Selected =Yes, Not Selected=No)","Overpayments Outside Agency Control",""
"2025","OPM","Federal Employees Health Benefits - Experience Rated Carriers","cyp7_atp1_8","Training","[cyp7_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","OPM","Federal Employees Health Benefits - Experience Rated Carriers","cyp7_atp1_8","Change Process","[cyp7_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Unknown Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","TREASURY","Internal Revenue Service - US Coronavirus Payments","cyp21_app1_8","","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","TREASURY","Internal Revenue Service - US Coronavirus Payments","cyp6_atp1_8","","[cyp6_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Technically Improper Payments. (Unit- Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp21_app1_8","Training","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp21_app1_8","Audit","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp21_app1_8","Cross Enterprise Sharing","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp21_app1_8","Behavioral/Psych Influence","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp21_app1_8","Change Process","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp21_app1_8","Predictive Analytics","[cyp21_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp5_app1_8","Change Process","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","ED","Federal Pell Grant Program","cyp5_app1_8","Audit","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","OPM","Federal Employees Health Benefits - Experience Rated Carriers","cyp21_atp1_8","Change Process","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","OPM","Federal Employees Health Benefits - Experience Rated Carriers","cyp21_atp1_8","Automation","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2025","TREASURY","Internal Revenue Service - US Coronavirus Payments","cyp21_atp1_8","","[cyp21_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Overpayments. (Unit – Selected =Yes, Not Selected=No)","Prevention","Phase 2"
"2024","HHS","Administration for Children and Families (ACF) - Child Care and Development Fund","cyp5_atp1_8","Training","[cyp5_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)
","Underpayments","Phase 2"
"2024","DOW","Travel Pay Department of Air Force (DAF) – Defense Travel System (DTS)","cyp5_app1_8","Training","[cyp5_app1_8] Select the type(s) of corrective Actions PLANNED to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)","Underpayments","Phase 2"
"2024","DOW","Travel Pay Department of Air Force (DAF) – Defense Travel System (DTS)","cyp5_atp1_8","Training","[cyp5_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)
","Underpayments","Phase 2"
"2023","ED","Federal Pell Grant Program","cyp5_atp1_8","Audit","[cyp5_atp1_8] Select the type(s) of corrective Actions TAKEN during this reporting period to mitigate Underpayments. (Unit – Selected =Yes, Not Selected=No)
","Underpayments","Phase 2"
